id_estudiante,nombre,carrera,edad,genero,semestre
1265,Ana Ramírez,Psicología,18,Femenino,7
1266,Sofía Morales,Contabilidad,21,Femenino,2
1267,María Díaz,Derecho,34,Femenino,3
1268,Sofía Castillo,Contabilidad,31,Masculino,8
1269,Luis Vega,Administración,27,Femenino,1
1270,José Ruiz,Derecho,25,Masculino,10
1271,Luis Ruiz,Contabilidad,26,Masculino,10
1272,Andrés Ramírez,Derecho,24,Femenino,2
1273,José Vega,Contabilidad,31,Femenino,4
1274,Pedro Morales,Contabilidad,34,Femenino,9
1275,Carlos Pérez,Educación,34,Masculino,10
1276,Daniela López,Educación,32,Femenino,9
1277,Sofía Morales,Psicología,19,Masculino,6
1278,Daniela Torres,Administración,22,Femenino,7
1279,Pedro Díaz,Sistemas,24,Femenino,5
1280,José Torres,Contabilidad,25,Femenino,4
1281,Luis Torres,Administración,18,Masculino,5
1282,Daniela Ramírez,Psicología,31,Femenino,1
1283,María Torres,Contabilidad,22,Masculino,5
1284,José Vega,Administración,19,Femenino,1
1285,Ana Gómez,Contabilidad,27,Masculino,7
1286,Camila Gómez,Derecho,22,Masculino,2
1287,Sofía Vega,Sistemas,34,Femenino,8
1288,Luis López,Psicología,21,Femenino,6
1289,Sofía Morales,Educación,25,Femenino,4
1290,Carlos Gómez,Administración,24,Femenino,8
1291,Pedro Castillo,Psicología,19,Femenino,9
1292,Camila Gómez,Contabilidad,35,Femenino,8
1293,María Castillo,Administración,29,Femenino,6
1294,José Pérez,Educación,19,Masculino,4
1295,José Vega,Derecho,27,Femenino,2
1296,Andrés López,Derecho,30,Masculino,7
1297,José Castillo,Sistemas,25,Femenino,4
1298,Carlos Ramírez,Educación,28,Femenino,1
1299,José Gómez,Derecho,33,Femenino,6
1300,Pedro Gómez,Administración,26,Masculino,6
1301,Pedro Ruiz,Educación,35,Femenino,8
1302,Ana Pérez,Educación,23,Femenino,3
1303,Ana Morales,Administración,27,Femenino,10
1304,Luis Gómez,Administración,25,Masculino,10
1305,Pedro Díaz,Derecho,33,Masculino,5
1306,Carlos Ruiz,Contabilidad,27,Masculino,2
1307,Pedro Díaz,Administración,30,Femenino,10
1308,María Pérez,Sistemas,35,Masculino,2
1309,Daniela López,Contabilidad,23,Masculino,7
1310,Sofía Morales,Psicología,26,Masculino,2
1311,Camila Torres,Psicología,21,Masculino,9
1312,Pedro Ramírez,Educación,33,Masculino,4
1313,María López,Contabilidad,27,Femenino,7
1314,Carlos Morales,Administración,24,Femenino,4
1315,Pedro Torres,Derecho,22,Masculino,5
1316,José López,Psicología,32,Masculino,6
1317,Sofía Ramírez,Sistemas,18,Femenino,3
1318,Camila Morales,Educación,24,Femenino,7
1319,Sofía Castillo,Sistemas,21,Masculino,1
1320,Camila López,Derecho,29,Masculino,1
1321,José Vega,Psicología,30,Femenino,7
1322,Camila Torres,Psicología,19,Masculino,5
1323,Carlos Vega,Derecho,28,Femenino,3
1324,Luis Díaz,Educación,34,Femenino,3
1325,José Gómez,Contabilidad,19,Masculino,8
1326,José Díaz,Derecho,27,Femenino,10
1327,José Vega,Contabilidad,31,Masculino,6
1328,Daniela Torres,Psicología,32,Masculino,4
1329,Carlos Pérez,Administración,23,Masculino,8
1330,José Torres,Educación,32,Femenino,2
1331,Daniela Pérez,Derecho,29,Femenino,8
1332,Daniela Gómez,Educación,22,Masculino,6
1333,Luis López,Contabilidad,23,Masculino,9
1334,José Ruiz,Educación,24,Masculino,9
1335,Sofía Torres,Derecho,20,Masculino,8
1336,Luis Díaz,Sistemas,27,Masculino,7
1337,Camila Ruiz,Sistemas,28,Masculino,1
1338,Luis Ramírez,Educación,33,Femenino,5
1339,Sofía Pérez,Contabilidad,19,Femenino,6
1340,Sofía Torres,Administración,19,Femenino,6
1341,Ana Gómez,Psicología,30,Masculino,7
1342,José Torres,Administración,30,Masculino,1
1343,María Torres,Derecho,30,Femenino,3
1344,Luis Castillo,Derecho,31,Femenino,10
1345,Carlos Díaz,Educación,21,Femenino,9
1346,María Ramírez,Derecho,30,Femenino,5
1347,Sofía Ruiz,Derecho,20,Femenino,6
1348,Sofía Torres,Derecho,31,Masculino,1
1349,Andrés Díaz,Derecho,25,Masculino,8
1350,Andrés Vega,Sistemas,27,Femenino,7
1351,Luis Ramírez,Contabilidad,22,Masculino,5
1352,María Vega,Derecho,27,Masculino,9
1353,Luis Pérez,Psicología,21,Femenino,7
1354,Luis Ramírez,Educación,26,Femenino,5
1355,Sofía Gómez,Psicología,18,Masculino,8
1356,Carlos Torres,Derecho,19,Masculino,7
1357,José Díaz,Psicología,32,Femenino,10
1358,José Díaz,Administración,24,Masculino,2
1359,Sofía Castillo,Educación,21,Femenino,9
1360,Ana Pérez,Derecho,21,Masculino,3
1361,Daniela Ramírez,Educación,30,Femenino,5
1362,Sofía Ruiz,Contabilidad,30,Femenino,2
1363,Carlos Torres,Sistemas,24,Masculino,1
1364,María Pérez,Administración,33,Masculino,4
1365,Pedro Vega,Administración,20,Femenino,8
1366,Carlos Ramírez,Derecho,18,Masculino,3
1367,Carlos Ramírez,Derecho,33,Masculino,8
1368,Sofía López,Administración,27,Femenino,1
1369,Camila Pérez,Sistemas,31,Femenino,8
1370,Sofía Ruiz,Educación,35,Femenino,1
1371,Daniela Morales,Derecho,34,Femenino,4
1372,Ana Vega,Sistemas,31,Femenino,9
1373,Luis Castillo,Educación,31,Femenino,2
1374,Daniela Ruiz,Educación,29,Femenino,7
1375,Ana Torres,Contabilidad,24,Femenino,6
1376,Daniela López,Psicología,25,Femenino,10
1377,Daniela Torres,Contabilidad,30,Femenino,6
1378,Daniela Torres,Psicología,24,Femenino,2
1379,Daniela Torres,Administración,24,Masculino,10
1380,Daniela Gómez,Derecho,33,Femenino,4
1381,María Vega,Sistemas,18,Femenino,5
1382,Camila Torres,Administración,34,Masculino,2
1383,Camila Morales,Sistemas,25,Masculino,9
1384,María Ramírez,Contabilidad,28,Femenino,1
1385,Andrés Castillo,Administración,34,Masculino,1
1386,Daniela Ramírez,Sistemas,21,Masculino,9
1387,Ana Vega,Sistemas,23,Masculino,4
1388,Camila Torres,Educación,27,Femenino,9
1389,Daniela Gómez,Administración,29,Femenino,3
1390,Luis López,Derecho,31,Masculino,4
1391,Daniela Díaz,Contabilidad,34,Masculino,2
1392,José Díaz,Educación,31,Femenino,4
1393,Carlos Vega,Derecho,25,Masculino,7
1394,Pedro Morales,Derecho,34,Femenino,1
1395,Daniela Torres,Sistemas,34,Masculino,2
1396,Camila Díaz,Derecho,23,Femenino,1
1397,Pedro Pérez,Educación,22,Masculino,9
1398,José Morales,Derecho,35,Femenino,6
1399,Camila Pérez,Contabilidad,34,Masculino,7
1400,Daniela López,Psicología,32,Femenino,7
1401,María Castillo,Sistemas,19,Femenino,7
1402,Carlos Vega,Psicología,27,Masculino,2
1403,Andrés Vega,Contabilidad,34,Femenino,3
1404,Ana Pérez,Psicología,26,Masculino,5
1405,Pedro Vega,Sistemas,19,Femenino,5
1406,Andrés Díaz,Sistemas,19,Masculino,8
1407,José Ruiz,Educación,18,Femenino,6
1408,María Ruiz,Psicología,35,Masculino,6
1409,José Castillo,Educación,22,Femenino,9
1410,María Gómez,Contabilidad,34,Masculino,6
1411,Daniela Gómez,Administración,31,Femenino,2
1412,Luis Pérez,Derecho,22,Femenino,4
1413,Daniela Gómez,Contabilidad,34,Femenino,10
1414,Andrés Vega,Derecho,26,Femenino,7
1415,Daniela Ramírez,Educación,31,Masculino,3
1416,Andrés Torres,Derecho,32,Masculino,9
1417,Andrés Gómez,Educación,24,Femenino,8
1418,Ana Torres,Psicología,29,Masculino,10
1419,Pedro Gómez,Sistemas,29,Femenino,1
1420,Andrés Torres,Sistemas,29,Femenino,6
1421,José Castillo,Derecho,18,Masculino,3
1422,Sofía Morales,Sistemas,27,Femenino,4
1423,Carlos Ramírez,Sistemas,21,Femenino,2
1424,Ana Morales,Derecho,27,Femenino,6
1425,Pedro Ramírez,Educación,22,Masculino,9
1426,Daniela Ramírez,Educación,32,Masculino,6
1427,Luis Ruiz,Educación,31,Femenino,4
1428,Pedro Díaz,Psicología,19,Femenino,5
1429,Luis Torres,Educación,18,Femenino,9
1430,Luis Vega,Sistemas,24,Masculino,10
1431,Andrés López,Derecho,34,Masculino,2
1432,Andrés Torres,Sistemas,26,Masculino,4
1433,Sofía Ramírez,Sistemas,35,Femenino,7
1434,Sofía Pérez,Derecho,18,Femenino,7
1435,Carlos Morales,Sistemas,34,Femenino,7
1436,José Gómez,Sistemas,21,Masculino,5
1437,Carlos Torres,Contabilidad,20,Masculino,5
1438,Pedro Torres,Sistemas,28,Masculino,1
1439,Ana Castillo,Derecho,21,Femenino,3
1440,Pedro Díaz,Contabilidad,30,Masculino,1
1441,María López,Psicología,25,Femenino,9
1442,Andrés Morales,Sistemas,26,Masculino,6
1443,Daniela Vega,Derecho,20,Femenino,1
1444,Pedro López,Sistemas,26,Masculino,4
1445,Andrés Torres,Contabilidad,31,Femenino,2
1446,Andrés López,Administración,29,Masculino,4
1447,Andrés Morales,Psicología,32,Masculino,1
1448,Daniela Ruiz,Contabilidad,23,Masculino,1
1449,Daniela Castillo,Psicología,26,Femenino,6
1450,María Ruiz,Psicología,27,Masculino,3
1451,Andrés Ruiz,Sistemas,27,Masculino,7
1452,Luis Torres,Educación,35,Femenino,7
1453,María Ruiz,Psicología,28,Femenino,5
1454,Daniela Castillo,Administración,28,Femenino,4
1455,Daniela Ruiz,Contabilidad,18,Masculino,1
1456,Sofía Ramírez,Sistemas,18,Masculino,7
1457,Andrés Ramírez,Derecho,35,Masculino,2
1458,Andrés Pérez,Educación,32,Masculino,6
1459,Pedro Ruiz,Contabilidad,30,Masculino,1
1460,Luis Ramírez,Contabilidad,24,Femenino,1
1461,María Pérez,Contabilidad,29,Masculino,2
1462,Sofía Castillo,Educación,25,Masculino,8
1463,Camila Pérez,Contabilidad,33,Masculino,1
1464,María Morales,Sistemas,26,Femenino,3
1465,Andrés López,Educación,23,Masculino,10
1466,Carlos Gómez,Administración,26,Masculino,9
1467,José López,Educación,18,Femenino,9
1468,Daniela Pérez,Derecho,19,Femenino,7
1469,Pedro Castillo,Sistemas,34,Femenino,8
1470,Camila Vega,Sistemas,25,Masculino,5
1471,Pedro Vega,Derecho,28,Masculino,7
1472,María Díaz,Sistemas,18,Masculino,7
1473,Luis López,Administración,23,Femenino,5
1474,Luis Gómez,Sistemas,33,Femenino,1
1475,Sofía Díaz,Contabilidad,25,Masculino,8
1476,María Díaz,Sistemas,28,Masculino,2
1477,Sofía Ruiz,Derecho,21,Femenino,10
1478,Luis Gómez,Sistemas,19,Femenino,6
1479,Luis Torres,Sistemas,32,Masculino,5
1480,Sofía Morales,Sistemas,21,Masculino,9
1481,Ana Castillo,Derecho,30,Masculino,10
1482,Pedro López,Psicología,18,Femenino,7
1483,Daniela Morales,Psicología,21,Femenino,1
1484,Daniela Vega,Contabilidad,24,Masculino,2
1485,Ana Ruiz,Educación,20,Masculino,10
1486,Carlos Vega,Contabilidad,29,Femenino,8
1487,Sofía Ramírez,Administración,25,Masculino,1
1488,Ana Torres,Contabilidad,31,Femenino,5
1489,Sofía Vega,Administración,22,Femenino,5
1490,Sofía Díaz,Contabilidad,29,Masculino,9
1491,Sofía Torres,Sistemas,25,Masculino,7
1492,Camila López,Administración,24,Masculino,6
1493,María Ramírez,Educación,32,Femenino,10
1494,Sofía Díaz,Psicología,27,Femenino,6
1495,Carlos Gómez,Derecho,19,Femenino,4
1496,Ana López,Educación,25,Femenino,10
1497,María López,Derecho,28,Femenino,4
1498,Pedro Torres,Sistemas,29,Masculino,2
1499,Camila Pérez,Psicología,21,Masculino,5
1500,Daniela López,Educación,29,Masculino,1
1501,María López,Contabilidad,23,Masculino,5
1502,Carlos Díaz,Psicología,25,Masculino,4
1503,Ana Torres,Contabilidad,21,Masculino,3
1504,Pedro Gómez,Contabilidad,24,Femenino,8
1505,María Díaz,Contabilidad,23,Femenino,2
1506,Luis Torres,Administración,24,Masculino,9
1507,Pedro Díaz,Contabilidad,31,Masculino,1
1508,Sofía Ruiz,Administración,35,Femenino,3
1509,Camila López,Sistemas,26,Masculino,9
1510,Sofía Ramírez,Administración,20,Femenino,10
1511,Luis Torres,Psicología,30,Femenino,8
1512,Andrés Ramírez,Administración,28,Femenino,9
1513,Daniela Ramírez,Derecho,26,Femenino,10
1514,Ana López,Administración,24,Femenino,4
1515,Pedro López,Contabilidad,31,Femenino,10
1516,Carlos Díaz,Contabilidad,35,Masculino,3
1517,Luis Castillo,Derecho,34,Femenino,4
1518,Sofía Pérez,Derecho,34,Femenino,7
1519,Daniela Ramírez,Derecho,31,Femenino,8
1520,Camila Castillo,Derecho,18,Masculino,8
1521,María Castillo,Educación,20,Femenino,2
1522,José Vega,Psicología,35,Masculino,5
1523,María Gómez,Sistemas,20,Femenino,1
1524,Andrés López,Contabilidad,24,Femenino,5
1525,José Castillo,Administración,22,Femenino,1
1526,José Castillo,Contabilidad,30,Femenino,10
1527,Ana Ramírez,Educación,34,Masculino,7
1528,María López,Educación,24,Femenino,4
1529,Andrés Ruiz,Psicología,32,Femenino,6
1530,Luis Díaz,Administración,31,Femenino,4
1531,Daniela Ramírez,Psicología,18,Femenino,3
1532,Sofía Torres,Contabilidad,18,Femenino,6
1533,Camila López,Derecho,31,Femenino,9
1534,José Díaz,Psicología,18,Masculino,3
1535,Carlos Díaz,Psicología,30,Femenino,4
1536,Pedro Gómez,Psicología,30,Masculino,8
1537,Luis Díaz,Psicología,32,Femenino,2
1538,Carlos Gómez,Educación,35,Masculino,1
1539,Sofía Ramírez,Sistemas,23,Masculino,2
1540,Pedro Castillo,Administración,25,Femenino,9
1541,Luis Ramírez,Sistemas,29,Masculino,3
1542,Camila Morales,Derecho,23,Masculino,3
1543,Andrés Morales,Derecho,20,Femenino,4
1544,Carlos López,Contabilidad,31,Femenino,3
1545,Sofía Ruiz,Contabilidad,24,Femenino,5
1546,María Pérez,Administración,32,Masculino,7
1547,Sofía López,Psicología,28,Femenino,8
1548,Daniela Ruiz,Sistemas,20,Femenino,8
1549,Camila Castillo,Derecho,23,Femenino,4
1550,Carlos Ruiz,Educación,31,Femenino,7
1551,Carlos Ruiz,Sistemas,30,Masculino,4
1552,Carlos Castillo,Educación,35,Femenino,2
1553,María Ramírez,Derecho,35,Masculino,6
1554,Luis Gómez,Psicología,28,Femenino,8
1555,Carlos Castillo,Administración,34,Masculino,8
1556,Ana Gómez,Educación,32,Femenino,6
1557,Pedro López,Derecho,19,Masculino,5
1558,Luis Torres,Contabilidad,32,Femenino,8
1559,Luis Gómez,Psicología,25,Femenino,3
1560,Daniela Castillo,Administración,23,Masculino,10
1561,Luis Torres,Contabilidad,21,Femenino,3
1562,Luis Pérez,Educación,26,Masculino,8
1563,Camila Torres,Administración,19,Masculino,8
1564,Ana Vega,Educación,21,Femenino,5
1565,Daniela Pérez,Psicología,18,Masculino,7
1566,María López,Contabilidad,25,Masculino,2
1567,Ana Morales,Sistemas,18,Femenino,4
1568,Luis López,Sistemas,23,Masculino,1
1569,Pedro Vega,Sistemas,28,Femenino,9
1570,María Ruiz,Administración,35,Femenino,7
1571,Luis López,Administración,21,Femenino,6
1572,Carlos Pérez,Derecho,28,Masculino,7
1573,María Ramírez,Administración,20,Femenino,10
1574,Camila Pérez,Sistemas,24,Femenino,5
1575,Sofía Ramírez,Sistemas,35,Masculino,5
1576,Luis Ruiz,Contabilidad,30,Masculino,6
1577,Carlos Díaz,Educación,33,Masculino,6
1578,Ana Ruiz,Psicología,32,Femenino,9
1579,María Vega,Psicología,18,Masculino,1
1580,Sofía Gómez,Contabilidad,25,Femenino,4
1581,Sofía Gómez,Sistemas,22,Femenino,8
1582,José López,Administración,30,Masculino,1
1583,María Ruiz,Derecho,28,Masculino,5
1584,Camila Pérez,Psicología,31,Femenino,1
1585,María Díaz,Contabilidad,25,Masculino,9
1586,Ana López,Educación,25,Femenino,9
1587,Camila Torres,Derecho,18,Masculino,8
1588,Luis López,Sistemas,22,Masculino,3
1589,Luis Torres,Psicología,35,Masculino,4
1590,Andrés Gómez,Derecho,32,Femenino,3
1591,María López,Derecho,23,Masculino,5
1592,José Ruiz,Derecho,24,Femenino,8
1593,Luis Díaz,Derecho,30,Masculino,8
1594,Daniela Morales,Psicología,31,Masculino,8
1595,Ana Morales,Derecho,20,Femenino,10
1596,Andrés Torres,Psicología,23,Femenino,7
1597,Daniela Castillo,Derecho,27,Femenino,9
1598,Sofía Ramírez,Sistemas,28,Masculino,8
1599,María Torres,Administración,18,Masculino,9
1600,Camila Ramírez,Derecho,31,Femenino,6
1601,Pedro Ramírez,Contabilidad,20,Femenino,1
1602,Luis Morales,Psicología,23,Masculino,7
1603,José Díaz,Psicología,33,Femenino,1
1604,Pedro Morales,Educación,25,Masculino,8
1605,Ana Díaz,Educación,18,Masculino,5
1606,Sofía Ramírez,Educación,22,Femenino,4
1607,Sofía Ruiz,Educación,23,Masculino,2
1608,Luis Morales,Derecho,20,Masculino,7
1609,Carlos Morales,Contabilidad,27,Femenino,10
1610,José Morales,Educación,20,Masculino,10
1611,Camila Torres,Contabilidad,24,Femenino,5
1612,Ana Torres,Derecho,18,Masculino,2
1613,Pedro Vega,Derecho,27,Femenino,3
1614,Carlos Díaz,Administración,22,Masculino,8
1615,Carlos Vega,Sistemas,32,Masculino,3
1616,María Pérez,Educación,23,Masculino,5
1617,Pedro Ramírez,Educación,21,Masculino,2
1618,José Gómez,Derecho,21,Femenino,2
1619,Camila Pérez,Psicología,25,Femenino,8
1620,Luis Pérez,Sistemas,26,Masculino,10
1621,Ana Gómez,Administración,34,Masculino,7
1622,Sofía Vega,Contabilidad,33,Femenino,6
1623,Sofía Morales,Contabilidad,29,Femenino,6
1624,María Díaz,Educación,30,Femenino,10
1625,Ana Díaz,Contabilidad,21,Masculino,8
1626,Pedro Torres,Sistemas,21,Femenino,4
1627,Camila Ramírez,Psicología,33,Femenino,4
1628,Ana Díaz,Sistemas,29,Masculino,6
1629,Daniela López,Psicología,33,Femenino,10
1630,Luis Díaz,Derecho,33,Masculino,7
1631,José Ruiz,Administración,22,Masculino,3
1632,Daniela Gómez,Contabilidad,35,Femenino,3
1633,Daniela Gómez,Derecho,35,Masculino,4
1634,María Torres,Educación,20,Masculino,7
1635,Ana Torres,Contabilidad,30,Femenino,4
1636,José Ramírez,Educación,21,Masculino,9
1637,Daniela Gómez,Educación,28,Masculino,10
1638,Sofía Gómez,Educación,28,Femenino,7
1639,Andrés Morales,Administración,25,Femenino,2
1640,José Gómez,Sistemas,20,Femenino,10
1641,María Gómez,Psicología,29,Masculino,6
1642,Pedro Ruiz,Educación,18,Femenino,1
1643,Sofía Vega,Administración,30,Femenino,6
1644,Camila Torres,Psicología,25,Masculino,7
1645,Ana Vega,Derecho,28,Masculino,5
1646,María Ramírez,Educación,32,Masculino,10
1647,José Torres,Educación,19,Femenino,5
1648,Andrés Gómez,Contabilidad,33,Masculino,8
1649,José Morales,Sistemas,28,Masculino,4
1650,María Pérez,Administración,33,Femenino,5
1651,Carlos Pérez,Psicología,30,Femenino,7
1652,Daniela Díaz,Derecho,30,Masculino,9
1653,José Castillo,Educación,24,Femenino,2
1654,Carlos Díaz,Psicología,19,Femenino,8
1655,Carlos Ruiz,Administración,32,Femenino,5
1656,Carlos López,Administración,24,Masculino,6
1657,Sofía Gómez,Educación,22,Femenino,7
1658,Carlos Pérez,Sistemas,29,Femenino,3
1659,Ana Gómez,Psicología,28,Femenino,3
1660,Pedro López,Sistemas,21,Masculino,7
1661,Daniela Castillo,Educación,23,Femenino,2
1662,Daniela Morales,Contabilidad,32,Femenino,1
1663,Luis Gómez,Sistemas,21,Femenino,9
1664,María Pérez,Psicología,33,Femenino,2
1665,Sofía Torres,Derecho,33,Femenino,5
1666,Sofía Torres,Sistemas,28,Masculino,9
1667,Carlos Morales,Educación,18,Femenino,9
1668,Andrés Vega,Derecho,20,Masculino,4
1669,Luis Torres,Psicología,23,Masculino,9
1670,Daniela Díaz,Sistemas,19,Masculino,10
1671,María Torres,Sistemas,35,Femenino,1
1672,Luis Gómez,Psicología,27,Femenino,9
1673,Carlos Morales,Educación,18,Masculino,5
1674,Ana Vega,Contabilidad,35,Femenino,3
1675,Sofía Ramírez,Educación,28,Femenino,10
1676,Andrés Vega,Administración,21,Masculino,4
1677,Ana López,Administración,27,Masculino,3
1678,Sofía Vega,Administración,29,Femenino,3
1679,Sofía Morales,Sistemas,35,Femenino,5
1680,Pedro Torres,Derecho,32,Masculino,5
1681,Pedro Torres,Psicología,24,Masculino,5
1682,María Díaz,Psicología,34,Masculino,7
1683,Carlos Díaz,Derecho,30,Masculino,10
1684,María Gómez,Contabilidad,21,Masculino,9
1685,Pedro Gómez,Contabilidad,20,Femenino,6
1686,José Torres,Administración,26,Masculino,2
1687,Pedro López,Derecho,21,Masculino,3
1688,Andrés Castillo,Psicología,33,Masculino,9
1689,Camila Ruiz,Contabilidad,35,Femenino,10
1690,Luis Pérez,Administración,28,Femenino,3
1691,Camila Vega,Psicología,30,Femenino,10
1692,Carlos Castillo,Sistemas,34,Masculino,3
1693,Carlos Morales,Psicología,26,Masculino,6
1694,María Ruiz,Derecho,32,Masculino,8
1695,Camila Ramírez,Psicología,27,Femenino,7
1696,Andrés López,Contabilidad,20,Femenino,7
1697,Camila Gómez,Educación,20,Masculino,4
1698,Luis Torres,Psicología,19,Masculino,5
1699,Andrés Ramírez,Sistemas,31,Masculino,8
1700,Daniela Vega,Educación,35,Masculino,7
1701,Ana Ruiz,Administración,18,Femenino,9
1702,Camila López,Educación,34,Masculino,10
1703,Daniela Torres,Educación,34,Masculino,3
1704,Luis Díaz,Administración,34,Femenino,1
1705,Pedro Ramírez,Derecho,23,Femenino,2
1706,Camila López,Psicología,21,Femenino,5
1707,Daniela Castillo,Contabilidad,24,Masculino,10
1708,Pedro López,Contabilidad,34,Masculino,8
1709,Sofía Ramírez,Sistemas,29,Masculino,10
1710,Daniela Díaz,Contabilidad,29,Masculino,1
1711,Camila Torres,Derecho,29,Masculino,2
1712,Pedro Ramírez,Administración,20,Masculino,7
1713,Luis Ramírez,Sistemas,22,Femenino,4
1714,Daniela Morales,Contabilidad,27,Femenino,7
1715,Carlos Vega,Contabilidad,21,Femenino,8
1716,Carlos Torres,Contabilidad,31,Masculino,6
1717,María Gómez,Administración,27,Masculino,3
1718,Pedro Morales,Educación,28,Masculino,3
1719,María Ramírez,Educación,26,Masculino,7
1720,Daniela Vega,Derecho,22,Femenino,7
1721,Andrés Morales,Administración,21,Masculino,1
1722,Carlos Torres,Contabilidad,34,Masculino,4
1723,Ana Díaz,Derecho,18,Femenino,8
1724,José Castillo,Derecho,20,Femenino,4
1725,Sofía Torres,Educación,34,Masculino,4
1726,José Gómez,Contabilidad,25,Femenino,4
1727,Daniela Gómez,Educación,34,Masculino,4
1728,Sofía Torres,Administración,21,Masculino,7
1729,Ana Castillo,Administración,22,Femenino,1
1730,Sofía López,Sistemas,19,Femenino,7
1731,Andrés Castillo,Educación,25,Masculino,6
1732,Pedro Ramírez,Sistemas,34,Femenino,1
1733,José Gómez,Contabilidad,29,Femenino,6
1734,Pedro López,Contabilidad,19,Masculino,1
1735,Ana Pérez,Educación,28,Masculino,5
1736,Daniela Castillo,Psicología,21,Femenino,3
1737,José Ramírez,Contabilidad,28,Femenino,2
1738,Luis Pérez,Educación,35,Masculino,6
1739,Camila Díaz,Educación,34,Femenino,4
1740,José López,Psicología,30,Masculino,2
1741,Carlos Ruiz,Sistemas,19,Masculino,4
1742,Daniela Gómez,Sistemas,35,Femenino,5
1743,Daniela López,Psicología,22,Masculino,3
1744,María Morales,Psicología,26,Femenino,6
1745,Daniela Gómez,Derecho,20,Femenino,7
1746,Andrés Vega,Sistemas,23,Femenino,3
1747,José Pérez,Psicología,19,Masculino,7
1748,Daniela Vega,Psicología,20,Masculino,8
1749,Andrés Morales,Psicología,30,Femenino,10
1750,José López,Administración,18,Masculino,10
1751,María Ruiz,Educación,18,Femenino,9
1752,Andrés Castillo,Contabilidad,25,Femenino,5
1753,Andrés Gómez,Administración,25,Masculino,9
1754,María Castillo,Sistemas,22,Femenino,3
1755,José Pérez,Educación,25,Masculino,9
1756,Luis Pérez,Educación,29,Femenino,6
1757,Luis Vega,Contabilidad,22,Femenino,10
1758,José Díaz,Sistemas,18,Femenino,4
1759,José Torres,Contabilidad,18,Masculino,7
1760,José Ruiz,Psicología,24,Femenino,4
1761,Camila Castillo,Administración,30,Masculino,8
1762,María Morales,Contabilidad,22,Femenino,2
1763,Daniela Torres,Derecho,23,Masculino,4
1764,Sofía Ramírez,Educación,23,Femenino,1
1765,José Torres,Administración,30,Masculino,2
1766,Carlos Gómez,Derecho,25,Femenino,7
1767,Luis Vega,Administración,18,Masculino,7
1768,Pedro Pérez,Sistemas,18,Masculino,3
1769,María Gómez,Contabilidad,22,Masculino,1
1770,Luis Vega,Educación,28,Masculino,4
1771,Carlos Ramírez,Psicología,32,Masculino,5
1772,Camila Ramírez,Administración,25,Masculino,9
1773,José Vega,Sistemas,18,Masculino,2
1774,Andrés Castillo,Sistemas,34,Femenino,3
1775,Ana López,Sistemas,25,Femenino,7
1776,Carlos Díaz,Educación,27,Masculino,7
1777,Luis Ramírez,Administración,21,Masculino,2
1778,José Díaz,Sistemas,28,Masculino,6
1779,Luis Pérez,Psicología,22,Masculino,7
1780,Andrés Díaz,Psicología,23,Femenino,3
1781,José Ruiz,Contabilidad,29,Masculino,5
1782,Daniela Díaz,Contabilidad,20,Masculino,3
1783,Carlos Díaz,Administración,30,Femenino,8
1784,Luis Gómez,Psicología,31,Femenino,3
1785,Luis Díaz,Administración,23,Femenino,6
1786,Camila Ramírez,Derecho,33,Femenino,10
1787,Camila Torres,Educación,25,Femenino,7
1788,Andrés Ramírez,Psicología,35,Femenino,9
1789,Andrés López,Derecho,20,Femenino,9
1790,Sofía López,Educación,20,Masculino,6
1791,Ana López,Sistemas,29,Femenino,3
1792,Luis Pérez,Contabilidad,29,Masculino,5
1793,Daniela Torres,Psicología,31,Masculino,4
1794,María Pérez,Educación,22,Masculino,3
1795,Pedro Pérez,Educación,31,Femenino,1
1796,Luis Ruiz,Sistemas,33,Masculino,1
1797,Carlos Díaz,Administración,20,Masculino,2
1798,Ana Ruiz,Derecho,22,Masculino,8
1799,Carlos Vega,Educación,27,Femenino,7
1800,Camila Ramírez,Educación,18,Femenino,2
1801,Carlos Pérez,Educación,19,Masculino,9
1802,Carlos Pérez,Derecho,31,Femenino,9
1803,José Ruiz,Psicología,27,Masculino,7
1804,Carlos Castillo,Sistemas,34,Femenino,3
1805,María Morales,Psicología,19,Masculino,7
1806,Carlos Vega,Psicología,20,Femenino,8
1807,Camila Morales,Derecho,23,Masculino,6
1808,Pedro López,Contabilidad,21,Masculino,2
1809,Camila Ruiz,Contabilidad,18,Masculino,5
1810,Carlos Vega,Sistemas,20,Masculino,10
1811,Ana Castillo,Administración,35,Masculino,1
1812,María Castillo,Sistemas,19,Femenino,1
1813,Ana Díaz,Sistemas,27,Masculino,6
1814,José Morales,Psicología,24,Femenino,7
1815,Camila Torres,Educación,21,Femenino,7
1816,Andrés Gómez,Psicología,22,Masculino,10
1817,Pedro Ramírez,Psicología,19,Femenino,3
1818,Carlos Ramírez,Sistemas,20,Masculino,4
1819,Carlos Torres,Psicología,34,Femenino,8
1820,Carlos Díaz,Contabilidad,29,Femenino,1
1821,Pedro López,Administración,20,Masculino,10
1822,Daniela Gómez,Sistemas,22,Femenino,9
1823,Luis Ramírez,Sistemas,32,Femenino,3
1824,José Torres,Sistemas,26,Femenino,6
1825,Luis Gómez,Administración,32,Femenino,8
1826,José Ramírez,Educación,22,Masculino,10
