id_estudiante,nombre,carrera,edad,genero,semestre,id_nota,materia,nota,asistencia
716,Ana Torres,Derecho,22,Femenino,2,1732,Programación,6.97,91
718,María Ramírez,Administración,28,Masculino,7,2686,Estadística,5.45,61
719,Ana Ruiz,Sistemas,32,Femenino,10,2374,Estadística,5.45,97
719,Ana Ruiz,Sistemas,32,Femenino,10,3399,Auditoría,9.61,99
720,Andrés Torres,Derecho,18,Masculino,9,453,Administración,8.34,64
720,Andrés Torres,Derecho,18,Masculino,9,1400,Investigación,7.6,99
721,Pedro Ruiz,Derecho,34,Masculino,10,3385,Inglés,6.23,96
722,Carlos Torres,Sistemas,30,Femenino,9,1028,Inglés,7.24,67
722,Carlos Torres,Sistemas,30,Femenino,9,1392,Base de Datos,5.99,89
722,Carlos Torres,Sistemas,30,Femenino,9,1647,Contabilidad,6.74,60
723,Pedro Morales,Psicología,25,Femenino,7,4524,Administración,6.47,66
725,Sofía Vega,Contabilidad,35,Femenino,9,1561,Matemáticas,7.36,64
725,Sofía Vega,Contabilidad,35,Femenino,9,2850,Base de Datos,8.08,79
726,María López,Administración,27,Femenino,3,3499,Auditoría,9.8,83
727,Carlos Vega,Psicología,28,Masculino,6,875,Administración,7.23,76
727,Carlos Vega,Psicología,28,Masculino,6,3050,Programación,9.29,73
729,Ana Vega,Sistemas,18,Femenino,3,2332,Estadística,8.18,82
729,Ana Vega,Sistemas,18,Femenino,3,2439,Administración,9.55,77
731,José Torres,Sistemas,27,Masculino,9,1946,Python,9.26,70
731,José Torres,Sistemas,27,Masculino,9,3602,Contabilidad,9.46,96
731,José Torres,Sistemas,27,Masculino,9,4749,Contabilidad,5.37,67
732,Ana Díaz,Derecho,21,Masculino,9,760,Estadística,5.52,83
732,Ana Díaz,Derecho,21,Masculino,9,926,Matemáticas,7.21,86
733,Pedro López,Psicología,27,Masculino,7,536,Auditoría,6.16,62
733,Pedro López,Psicología,27,Masculino,7,2366,Estadística,7.17,61
733,Pedro López,Psicología,27,Masculino,7,3799,Matemáticas,7.24,67
734,Pedro Morales,Educación,28,Masculino,1,1374,Estadística,8.36,87
738,Andrés Gómez,Derecho,19,Femenino,5,3994,Base de Datos,5.46,95
738,Andrés Gómez,Derecho,19,Femenino,5,4328,Estadística,8.56,89
739,Andrés Castillo,Administración,23,Femenino,1,270,Contabilidad,6.63,86
739,Andrés Castillo,Administración,23,Femenino,1,1203,Programación,6.42,95
740,Camila Ramírez,Educación,22,Masculino,3,4887,Matemáticas,9.93,60
741,Camila Ruiz,Sistemas,27,Femenino,10,825,Base de Datos,9.04,79
741,Camila Ruiz,Sistemas,27,Femenino,10,1433,Programación,5.57,97
741,Camila Ruiz,Sistemas,27,Femenino,10,2370,Administración,9.36,96
741,Camila Ruiz,Sistemas,27,Femenino,10,3206,Contabilidad,8.96,69
742,Andrés Díaz,Sistemas,28,Masculino,3,1136,Investigación,6.82,60
742,Andrés Díaz,Sistemas,28,Masculino,3,1533,Matemáticas,9.09,97
743,Andrés Gómez,Psicología,23,Femenino,9,1616,Administración,7.67,81
744,Andrés Morales,Sistemas,29,Masculino,4,1681,Python,7.4,79
745,Camila Díaz,Contabilidad,27,Masculino,10,565,Programación,7.23,63
747,Daniela López,Educación,25,Masculino,6,897,Programación,6.94,83
747,Daniela López,Educación,25,Masculino,6,1191,Base de Datos,7.36,98
747,Daniela López,Educación,25,Masculino,6,2244,Contabilidad,8.23,89
748,Pedro Gómez,Derecho,26,Femenino,1,215,Inglés,6.74,81
750,Ana Castillo,Educación,24,Femenino,9,4932,Estadística,7.87,60
751,Luis Gómez,Administración,35,Masculino,2,293,Matemáticas,8.21,98
753,Andrés Morales,Educación,20,Masculino,1,1355,Auditoría,7.0,73
753,Andrés Morales,Educación,20,Masculino,1,3795,Administración,9.86,81
754,Daniela Díaz,Sistemas,20,Masculino,1,1595,Python,9.69,73
754,Daniela Díaz,Sistemas,20,Masculino,1,1842,Auditoría,5.47,81
754,Daniela Díaz,Sistemas,20,Masculino,1,2730,Administración,8.54,78
757,Ana Morales,Educación,21,Masculino,10,84,Investigación,9.15,62
757,Ana Morales,Educación,21,Masculino,10,4074,Base de Datos,9.96,60
757,Ana Morales,Educación,21,Masculino,10,4806,Administración,9.55,92
758,Luis Ruiz,Sistemas,20,Femenino,9,4611,Contabilidad,5.99,77
762,José Díaz,Sistemas,35,Masculino,2,4615,Auditoría,9.84,69
763,Ana Pérez,Psicología,30,Masculino,5,740,Investigación,7.58,77
764,María Díaz,Administración,31,Masculino,3,4045,Auditoría,6.92,85
764,María Díaz,Administración,31,Masculino,3,4103,Inglés,9.38,81
766,Carlos Ruiz,Sistemas,35,Femenino,9,632,Investigación,6.9,95
766,Carlos Ruiz,Sistemas,35,Femenino,9,4404,Programación,6.91,84
767,Luis Castillo,Educación,20,Femenino,2,4609,Python,8.89,96
768,María Ruiz,Derecho,28,Femenino,3,4,Matemáticas,6.16,98
769,María Gómez,Contabilidad,20,Masculino,6,4992,Matemáticas,9.95,81
771,Sofía Díaz,Contabilidad,31,Masculino,1,3152,Administración,9.58,92
774,José Ramírez,Psicología,21,Masculino,10,4755,Investigación,6.66,61
775,Luis Castillo,Administración,35,Masculino,5,1961,Inglés,8.3,96
775,Luis Castillo,Administración,35,Masculino,5,3468,Matemáticas,9.88,67
776,Luis Gómez,Sistemas,34,Masculino,10,831,Inglés,5.51,68
777,Sofía Morales,Psicología,24,Masculino,9,4970,Auditoría,9.93,61
779,Pedro López,Psicología,27,Masculino,8,1005,Python,5.05,68
781,Ana López,Psicología,23,Masculino,8,735,Base de Datos,9.81,86
781,Ana López,Psicología,23,Masculino,8,1019,Investigación,8.31,75
783,Ana López,Derecho,25,Masculino,5,3576,Base de Datos,5.01,93
784,Camila López,Sistemas,24,Femenino,7,1649,Auditoría,6.81,94
785,Daniela Ramírez,Sistemas,19,Femenino,2,3215,Investigación,5.64,68
786,Andrés Castillo,Educación,26,Masculino,7,2149,Auditoría,8.76,74
786,Andrés Castillo,Educación,26,Masculino,7,3570,Contabilidad,6.78,87
787,Pedro Díaz,Psicología,20,Femenino,7,1092,Base de Datos,9.86,94
787,Pedro Díaz,Psicología,20,Femenino,7,2846,Base de Datos,7.63,80
789,Daniela Ruiz,Sistemas,34,Masculino,8,1245,Inglés,8.72,76
790,Carlos López,Sistemas,34,Femenino,4,3447,Inglés,7.46,96
791,Carlos Torres,Administración,29,Masculino,4,1779,Estadística,9.6,73
794,María Pérez,Administración,23,Masculino,9,4765,Contabilidad,5.4,77
795,Ana Ruiz,Administración,19,Masculino,5,3581,Base de Datos,8.0,96
796,Carlos Vega,Derecho,18,Femenino,2,268,Python,6.54,88
797,María Ramírez,Psicología,33,Femenino,3,1514,Inglés,6.55,89
798,María Morales,Psicología,22,Masculino,10,1587,Programación,8.19,87
798,María Morales,Psicología,22,Masculino,10,1632,Inglés,8.06,97
798,María Morales,Psicología,22,Masculino,10,4528,Matemáticas,8.99,88
798,María Morales,Psicología,22,Masculino,10,4758,Investigación,6.59,62
799,Andrés Castillo,Administración,28,Femenino,10,2674,Python,6.09,72
801,Luis Pérez,Administración,34,Femenino,3,1175,Investigación,5.67,90
801,Luis Pérez,Administración,34,Femenino,3,1836,Inglés,5.5,73
805,Ana Vega,Derecho,25,Femenino,7,1118,Matemáticas,8.63,91
805,Ana Vega,Derecho,25,Femenino,7,1494,Programación,8.38,68
805,Ana Vega,Derecho,25,Femenino,7,4407,Base de Datos,8.83,93
806,Camila Ruiz,Educación,21,Femenino,3,3287,Investigación,7.9,86
807,José Ramírez,Administración,20,Femenino,10,53,Python,7.01,81
807,José Ramírez,Administración,20,Femenino,10,2207,Estadística,5.36,62
812,Camila Ruiz,Contabilidad,30,Masculino,7,2445,Python,5.85,84
812,Camila Ruiz,Contabilidad,30,Masculino,7,3918,Base de Datos,6.94,100
817,Sofía Pérez,Administración,30,Masculino,2,3587,Inglés,5.97,69
818,Carlos Ramírez,Psicología,31,Masculino,2,1003,Base de Datos,9.37,78
819,José López,Contabilidad,20,Masculino,7,1238,Contabilidad,9.02,95
819,José López,Contabilidad,20,Masculino,7,4078,Python,9.98,65
819,José López,Contabilidad,20,Masculino,7,4365,Base de Datos,8.84,76
820,Pedro Ruiz,Educación,34,Femenino,10,75,Estadística,7.69,92
820,Pedro Ruiz,Educación,34,Femenino,10,1120,Contabilidad,8.1,72
820,Pedro Ruiz,Educación,34,Femenino,10,2812,Contabilidad,9.02,81
820,Pedro Ruiz,Educación,34,Femenino,10,2873,Auditoría,7.46,77
820,Pedro Ruiz,Educación,34,Femenino,10,4240,Estadística,7.52,74
821,Ana Torres,Educación,33,Femenino,1,4969,Inglés,8.89,84
822,María Vega,Contabilidad,24,Masculino,10,1188,Matemáticas,7.54,81
822,María Vega,Contabilidad,24,Masculino,10,2553,Programación,5.69,60
823,Andrés Vega,Educación,25,Masculino,1,243,Inglés,5.5,89
823,Andrés Vega,Educación,25,Masculino,1,2360,Investigación,6.47,72
823,Andrés Vega,Educación,25,Masculino,1,4553,Contabilidad,6.52,93
824,Camila López,Educación,18,Masculino,2,2262,Base de Datos,6.47,94
826,María Vega,Sistemas,20,Masculino,9,2345,Python,5.31,60
826,María Vega,Sistemas,20,Masculino,9,2509,Investigación,5.92,91
827,José Vega,Psicología,29,Femenino,5,2910,Estadística,7.49,63
828,María Ruiz,Administración,32,Femenino,10,916,Contabilidad,9.34,82
828,María Ruiz,Administración,32,Femenino,10,2623,Programación,9.04,69
828,María Ruiz,Administración,32,Femenino,10,3010,Base de Datos,9.35,87
829,Ana Castillo,Administración,31,Masculino,9,3251,Investigación,7.56,65
830,Luis Vega,Contabilidad,28,Masculino,9,1335,Matemáticas,7.66,72
830,Luis Vega,Contabilidad,28,Masculino,9,2152,Administración,8.25,61
830,Luis Vega,Contabilidad,28,Masculino,9,3525,Estadística,8.2,80
831,José Vega,Psicología,26,Femenino,7,2476,Investigación,7.46,65
831,José Vega,Psicología,26,Femenino,7,3228,Investigación,9.02,60
833,Sofía Pérez,Derecho,21,Femenino,2,4438,Estadística,8.01,60
833,Sofía Pérez,Derecho,21,Femenino,2,4449,Investigación,7.35,66
834,Pedro López,Educación,25,Femenino,7,1800,Base de Datos,5.32,72
834,Pedro López,Educación,25,Femenino,7,4968,Matemáticas,5.5,65
835,Camila Vega,Psicología,18,Femenino,4,2282,Programación,8.96,96
836,José Gómez,Derecho,28,Masculino,9,2399,Base de Datos,6.88,87
837,Carlos Ramírez,Contabilidad,29,Masculino,10,4695,Investigación,9.54,66
838,José Torres,Educación,24,Femenino,4,9,Estadística,6.9,82
838,José Torres,Educación,24,Femenino,4,4512,Matemáticas,9.3,92
840,María Ruiz,Contabilidad,22,Masculino,2,1065,Auditoría,9.34,95
840,María Ruiz,Contabilidad,22,Masculino,2,3079,Programación,6.99,91
841,Luis Ramírez,Psicología,18,Masculino,8,399,Programación,9.26,78
841,Luis Ramírez,Psicología,18,Masculino,8,4231,Programación,7.21,68
843,Carlos Vega,Contabilidad,30,Masculino,10,2563,Programación,6.48,92
844,Carlos Pérez,Psicología,31,Femenino,9,3362,Contabilidad,9.64,73
845,Ana Vega,Contabilidad,30,Masculino,8,1498,Programación,8.83,79
849,José Ramírez,Psicología,28,Femenino,3,3535,Contabilidad,8.07,65
851,Pedro Castillo,Derecho,23,Masculino,10,4841,Programación,5.35,85
852,María Gómez,Educación,26,Masculino,9,1263,Contabilidad,8.09,65
852,María Gómez,Educación,26,Masculino,9,1593,Inglés,6.76,78
852,María Gómez,Educación,26,Masculino,9,2574,Contabilidad,9.58,83
852,María Gómez,Educación,26,Masculino,9,3158,Python,6.85,99
853,Pedro Morales,Administración,22,Masculino,8,873,Inglés,5.7,64
858,José Díaz,Contabilidad,35,Femenino,6,883,Estadística,6.71,84
858,José Díaz,Contabilidad,35,Femenino,6,4856,Contabilidad,9.2,68
860,Sofía Vega,Administración,27,Femenino,6,4469,Contabilidad,7.02,69
862,Sofía Castillo,Derecho,22,Masculino,6,1798,Investigación,7.19,65
863,Pedro Ruiz,Psicología,30,Masculino,2,2042,Administración,7.58,72
864,Carlos Díaz,Administración,28,Femenino,5,2892,Base de Datos,8.64,84
865,José Ruiz,Educación,30,Femenino,8,1338,Auditoría,6.79,89
866,Camila Ruiz,Psicología,32,Femenino,3,3282,Administración,7.51,94
868,María Torres,Derecho,21,Masculino,2,1509,Investigación,5.27,87
868,María Torres,Derecho,21,Masculino,2,2277,Administración,6.62,60
871,José López,Administración,27,Femenino,3,4513,Programación,8.55,83
872,Carlos Vega,Administración,18,Masculino,6,2515,Base de Datos,8.15,98
872,Carlos Vega,Administración,18,Masculino,6,2558,Programación,8.68,81
872,Carlos Vega,Administración,18,Masculino,6,3227,Inglés,9.03,82
872,Carlos Vega,Administración,18,Masculino,6,3866,Matemáticas,8.2,89
873,Camila Ramírez,Derecho,35,Femenino,9,2614,Estadística,6.06,60
873,Camila Ramírez,Derecho,35,Femenino,9,4060,Base de Datos,7.78,74
874,Daniela Torres,Educación,35,Masculino,10,124,Investigación,6.09,93
876,Daniela Vega,Administración,20,Femenino,5,3377,Estadística,6.22,80
877,Camila Morales,Contabilidad,22,Femenino,1,627,Estadística,7.62,75
877,Camila Morales,Contabilidad,22,Femenino,1,666,Base de Datos,6.52,85
877,Camila Morales,Contabilidad,22,Femenino,1,1040,Contabilidad,8.05,72
877,Camila Morales,Contabilidad,22,Femenino,1,1521,Administración,7.78,64
880,Ana Morales,Contabilidad,25,Masculino,9,3974,Python,6.19,79
881,Camila López,Derecho,35,Femenino,7,4081,Contabilidad,7.97,99
883,José Gómez,Derecho,25,Femenino,5,2274,Administración,6.61,100
884,Andrés Castillo,Derecho,24,Masculino,3,2140,Inglés,6.19,81
884,Andrés Castillo,Derecho,24,Masculino,3,3868,Inglés,5.72,64
885,Carlos Castillo,Sistemas,32,Femenino,5,308,Inglés,8.56,88
885,Carlos Castillo,Sistemas,32,Femenino,5,2154,Estadística,5.06,64
886,Sofía Ramírez,Administración,28,Masculino,3,948,Inglés,5.32,77
886,Sofía Ramírez,Administración,28,Masculino,3,1806,Estadística,6.25,91
887,Ana Vega,Sistemas,23,Masculino,5,4664,Administración,8.52,89
890,Pedro Castillo,Derecho,29,Femenino,1,4253,Estadística,8.82,73
891,Camila Gómez,Administración,19,Femenino,7,3360,Matemáticas,6.07,92
891,Camila Gómez,Administración,19,Femenino,7,4436,Inglés,7.72,65
892,Luis Vega,Derecho,23,Masculino,5,4368,Inglés,8.13,91
895,María Ramírez,Derecho,27,Femenino,3,2342,Base de Datos,5.4,65
896,Ana Vega,Psicología,21,Femenino,8,54,Matemáticas,5.96,94
896,Ana Vega,Psicología,21,Femenino,8,684,Matemáticas,8.29,82
899,Sofía Gómez,Derecho,25,Masculino,1,27,Base de Datos,8.14,87
899,Sofía Gómez,Derecho,25,Masculino,1,1542,Contabilidad,9.33,75
901,María Torres,Derecho,20,Femenino,1,300,Python,5.66,82
902,Ana Díaz,Educación,22,Masculino,3,2438,Programación,7.03,81
902,Ana Díaz,Educación,22,Masculino,3,2555,Python,8.82,62
903,Daniela López,Contabilidad,35,Femenino,8,2588,Python,9.56,83
904,María Pérez,Educación,30,Femenino,3,2054,Estadística,6.85,78
904,María Pérez,Educación,30,Femenino,3,3070,Auditoría,8.05,68
905,José Pérez,Derecho,32,Femenino,9,4204,Contabilidad,5.7,77
906,Daniela López,Psicología,23,Femenino,6,4657,Python,7.77,67
907,Daniela Castillo,Psicología,35,Masculino,2,2484,Matemáticas,6.42,68
907,Daniela Castillo,Psicología,35,Masculino,2,3279,Auditoría,6.45,70
908,Andrés Torres,Derecho,27,Femenino,9,4195,Python,7.07,81
909,Camila Ramírez,Sistemas,34,Femenino,3,864,Programación,9.3,64
913,Luis Gómez,Psicología,20,Masculino,3,1,Python,8.71,75
913,Luis Gómez,Psicología,20,Masculino,3,3643,Estadística,7.05,94
914,Carlos Pérez,Administración,21,Femenino,4,3349,Inglés,8.89,72
916,Sofía Ruiz,Contabilidad,19,Femenino,4,3311,Base de Datos,6.83,81
917,Sofía Gómez,Sistemas,24,Femenino,2,37,Administración,9.39,79
918,Daniela Pérez,Contabilidad,35,Femenino,6,1703,Base de Datos,7.48,73
918,Daniela Pérez,Contabilidad,35,Femenino,6,3424,Inglés,5.08,84
921,María Vega,Derecho,24,Masculino,9,1380,Python,6.22,99
921,María Vega,Derecho,24,Masculino,9,2567,Inglés,5.85,67
921,María Vega,Derecho,24,Masculino,9,3398,Programación,5.79,92
921,María Vega,Derecho,24,Masculino,9,3443,Inglés,7.32,86
923,Sofía Díaz,Educación,32,Femenino,2,4194,Auditoría,5.01,73
924,Carlos Torres,Psicología,30,Femenino,3,3914,Programación,8.33,97
925,Andrés Ruiz,Derecho,29,Femenino,9,3497,Inglés,7.13,70
926,Camila Díaz,Derecho,31,Femenino,10,1873,Administración,7.73,90
929,Ana Castillo,Psicología,18,Masculino,5,1154,Inglés,8.38,90
929,Ana Castillo,Psicología,18,Masculino,5,2682,Base de Datos,7.29,83
934,Luis Ruiz,Derecho,24,Masculino,6,705,Contabilidad,8.35,91
934,Luis Ruiz,Derecho,24,Masculino,6,4701,Auditoría,7.23,60
935,Daniela Torres,Derecho,21,Femenino,1,191,Estadística,7.0,64
936,Sofía Morales,Sistemas,19,Femenino,6,724,Contabilidad,8.88,83
936,Sofía Morales,Sistemas,19,Femenino,6,2949,Python,7.49,62
937,Pedro Morales,Sistemas,25,Masculino,7,2654,Contabilidad,7.27,94
938,Ana Castillo,Psicología,19,Femenino,9,1503,Python,9.79,95
938,Ana Castillo,Psicología,19,Femenino,9,2894,Python,9.23,64
940,Ana Morales,Derecho,34,Masculino,4,1086,Administración,7.23,99
940,Ana Morales,Derecho,34,Masculino,4,2741,Base de Datos,9.05,87
945,María Vega,Psicología,34,Masculino,4,3189,Programación,8.29,71
945,María Vega,Psicología,34,Masculino,4,3623,Base de Datos,9.51,91
945,María Vega,Psicología,34,Masculino,4,4263,Base de Datos,9.5,74
946,Luis Castillo,Derecho,28,Masculino,2,2999,Matemáticas,7.23,86
947,Pedro Morales,Contabilidad,29,Masculino,6,4617,Matemáticas,5.79,89
948,Camila Ruiz,Educación,18,Femenino,3,105,Investigación,9.5,72
949,Camila Ruiz,Derecho,22,Femenino,1,1496,Python,6.55,62
950,María López,Educación,29,Masculino,2,3232,Auditoría,9.04,88
950,María López,Educación,29,Masculino,2,4620,Estadística,6.91,66
951,Luis Pérez,Administración,22,Femenino,1,692,Base de Datos,6.74,81
951,Luis Pérez,Administración,22,Femenino,1,785,Inglés,8.06,63
951,Luis Pérez,Administración,22,Femenino,1,1928,Inglés,5.2,82
953,Camila López,Educación,35,Masculino,4,564,Matemáticas,8.58,91
953,Camila López,Educación,35,Masculino,4,1213,Contabilidad,5.34,100
953,Camila López,Educación,35,Masculino,4,3612,Contabilidad,5.02,75
955,Carlos Pérez,Derecho,34,Masculino,5,3040,Administración,9.02,74
955,Carlos Pérez,Derecho,34,Masculino,5,4683,Python,7.23,91
959,Andrés Gómez,Contabilidad,33,Masculino,3,4867,Python,5.93,71
962,Carlos Pérez,Contabilidad,29,Femenino,5,555,Contabilidad,6.84,74
962,Carlos Pérez,Contabilidad,29,Femenino,5,2417,Base de Datos,9.31,71
962,Carlos Pérez,Contabilidad,29,Femenino,5,2522,Investigación,5.34,86
964,Ana Vega,Contabilidad,25,Masculino,6,1502,Contabilidad,5.75,77
965,Pedro Torres,Sistemas,30,Masculino,7,449,Contabilidad,8.87,88
965,Pedro Torres,Sistemas,30,Masculino,7,994,Contabilidad,5.57,66
965,Pedro Torres,Sistemas,30,Masculino,7,4091,Base de Datos,5.54,88
966,María Ruiz,Administración,31,Femenino,10,710,Matemáticas,6.53,71
966,María Ruiz,Administración,31,Femenino,10,3462,Contabilidad,8.28,92
966,María Ruiz,Administración,31,Femenino,10,4728,Contabilidad,9.52,65
967,Camila Ramírez,Psicología,22,Masculino,3,1471,Matemáticas,9.0,86
968,Sofía Vega,Educación,24,Masculino,5,790,Python,6.68,87
970,Luis Vega,Psicología,21,Masculino,6,1101,Programación,5.03,99
970,Luis Vega,Psicología,21,Masculino,6,1153,Matemáticas,7.07,81
970,Luis Vega,Psicología,21,Masculino,6,2788,Programación,5.42,87
970,Luis Vega,Psicología,21,Masculino,6,4897,Inglés,7.65,91
971,Carlos Pérez,Contabilidad,31,Femenino,5,4989,Python,6.39,68
972,Daniela Castillo,Administración,24,Masculino,3,3029,Contabilidad,6.37,88
973,Carlos Pérez,Psicología,26,Masculino,10,4545,Estadística,9.06,87
974,María López,Educación,18,Femenino,2,498,Base de Datos,9.88,85
974,María López,Educación,18,Femenino,2,2487,Investigación,7.45,91
974,María López,Educación,18,Femenino,2,4236,Estadística,9.03,98
977,María Pérez,Derecho,18,Femenino,7,1799,Base de Datos,6.97,97
979,Sofía Ramírez,Educación,28,Femenino,4,3567,Administración,5.45,85
981,Sofía Ruiz,Psicología,35,Masculino,9,4344,Investigación,9.58,99
982,Luis Ramírez,Derecho,19,Masculino,9,965,Investigación,7.65,86
983,Andrés Morales,Educación,19,Femenino,9,3038,Inglés,9.44,91
983,Andrés Morales,Educación,19,Femenino,9,4191,Matemáticas,5.66,62
986,Ana Vega,Administración,32,Femenino,2,2516,Python,7.93,72
986,Ana Vega,Administración,32,Femenino,2,3421,Inglés,8.7,82
986,Ana Vega,Administración,32,Femenino,2,3469,Programación,8.56,68
986,Ana Vega,Administración,32,Femenino,2,3585,Contabilidad,9.68,66
986,Ana Vega,Administración,32,Femenino,2,3834,Python,9.4,90
986,Ana Vega,Administración,32,Femenino,2,4715,Inglés,9.73,82
988,Pedro Díaz,Derecho,18,Masculino,8,1948,Contabilidad,7.45,87
990,Carlos Gómez,Sistemas,21,Femenino,6,1041,Investigación,6.08,72
990,Carlos Gómez,Sistemas,21,Femenino,6,1638,Contabilidad,5.71,86
992,Andrés Morales,Sistemas,23,Femenino,10,3305,Auditoría,8.24,94
993,Carlos Torres,Administración,23,Masculino,7,1614,Auditoría,7.68,82
994,José Castillo,Educación,32,Femenino,3,2252,Administración,5.38,66
995,Luis Torres,Administración,18,Femenino,1,225,Python,9.87,98
995,Luis Torres,Administración,18,Femenino,1,832,Python,5.31,74
995,Luis Torres,Administración,18,Femenino,1,2858,Auditoría,8.37,63
995,Luis Torres,Administración,18,Femenino,1,4137,Programación,8.83,94
997,Daniela López,Administración,33,Femenino,7,2725,Matemáticas,8.03,94
1000,Carlos Torres,Sistemas,29,Masculino,3,2408,Inglés,8.21,92
1000,Carlos Torres,Sistemas,29,Masculino,3,4533,Auditoría,7.62,95
1002,Ana Gómez,Derecho,23,Masculino,5,2744,Python,6.59,60
1003,Sofía Ruiz,Psicología,35,Masculino,8,2939,Estadística,5.38,94
1004,Sofía Díaz,Sistemas,20,Femenino,6,837,Python,9.71,63
1006,Daniela Torres,Sistemas,26,Femenino,9,1802,Matemáticas,9.19,91
1006,Daniela Torres,Sistemas,26,Femenino,9,2715,Estadística,5.71,76
1007,Pedro Vega,Administración,24,Masculino,2,3960,Administración,8.8,63
1008,Sofía Vega,Sistemas,33,Femenino,7,2012,Matemáticas,7.2,86
1008,Sofía Vega,Sistemas,33,Femenino,7,2103,Base de Datos,8.63,77
1008,Sofía Vega,Sistemas,33,Femenino,7,2419,Python,5.64,73
1009,Sofía Díaz,Contabilidad,34,Femenino,3,766,Auditoría,8.65,82
1009,Sofía Díaz,Contabilidad,34,Femenino,3,3416,Investigación,5.13,73
1010,Sofía Ruiz,Derecho,34,Femenino,8,1110,Python,5.03,98
1010,Sofía Ruiz,Derecho,34,Femenino,8,2869,Investigación,5.73,61
1011,Carlos Ruiz,Administración,27,Masculino,1,4040,Inglés,8.79,87
1012,Luis Pérez,Derecho,21,Masculino,10,2113,Administración,9.86,84
1012,Luis Pérez,Derecho,21,Masculino,10,2442,Base de Datos,7.63,79
1012,Luis Pérez,Derecho,21,Masculino,10,3278,Estadística,6.98,73
1013,Pedro Morales,Sistemas,28,Femenino,9,1791,Inglés,5.55,68
1015,Luis Castillo,Contabilidad,34,Femenino,1,2036,Python,8.78,67
1015,Luis Castillo,Contabilidad,34,Femenino,1,2478,Inglés,5.03,76
1018,Carlos Ramírez,Administración,32,Femenino,8,466,Programación,5.77,70
1020,Andrés Pérez,Administración,28,Femenino,2,2692,Administración,9.84,89
1022,Carlos Ruiz,Psicología,30,Masculino,10,2461,Investigación,5.07,72
1022,Carlos Ruiz,Psicología,30,Masculino,10,2679,Inglés,8.24,89
1022,Carlos Ruiz,Psicología,30,Masculino,10,3419,Estadística,9.85,92
1023,Luis Castillo,Educación,28,Masculino,5,2115,Inglés,6.85,72
1025,José López,Psicología,27,Masculino,2,1974,Base de Datos,5.07,67
1030,Andrés Gómez,Sistemas,27,Masculino,10,2673,Inglés,8.19,97
1032,José Pérez,Psicología,27,Masculino,6,295,Auditoría,6.03,95
1034,Luis Castillo,Administración,23,Femenino,2,908,Python,7.12,87
1034,Luis Castillo,Administración,23,Femenino,2,3037,Inglés,6.47,67
1034,Luis Castillo,Administración,23,Femenino,2,4092,Base de Datos,8.61,78
1035,Ana Ruiz,Psicología,34,Masculino,4,242,Programación,9.83,81
1035,Ana Ruiz,Psicología,34,Masculino,4,2379,Programación,8.32,97
1035,Ana Ruiz,Psicología,34,Masculino,4,2704,Programación,5.59,96
1035,Ana Ruiz,Psicología,34,Masculino,4,4019,Python,6.03,98
1036,Andrés Díaz,Psicología,28,Femenino,3,2189,Programación,9.84,91
1037,José Ruiz,Administración,23,Masculino,5,2729,Contabilidad,6.37,72
1038,Sofía Díaz,Psicología,32,Masculino,3,3132,Programación,7.94,84
1040,Ana Gómez,Derecho,30,Masculino,10,1644,Matemáticas,5.72,77
1040,Ana Gómez,Derecho,30,Masculino,10,4476,Python,9.25,62
1042,María Vega,Sistemas,32,Masculino,2,3764,Administración,8.91,96
1044,María López,Administración,26,Femenino,7,870,Base de Datos,8.64,96
1044,María López,Administración,26,Femenino,7,2488,Administración,8.76,85
1044,María López,Administración,26,Femenino,7,3927,Inglés,8.07,92
1045,Carlos Díaz,Contabilidad,32,Femenino,1,1540,Contabilidad,5.31,95
1045,Carlos Díaz,Contabilidad,32,Femenino,1,2145,Python,9.6,88
1047,Carlos Castillo,Contabilidad,22,Masculino,7,382,Programación,5.47,87
1048,Luis Díaz,Psicología,20,Femenino,9,2520,Matemáticas,7.09,76
1048,Luis Díaz,Psicología,20,Femenino,9,4811,Matemáticas,9.37,71
1049,Daniela Morales,Psicología,31,Masculino,10,958,Contabilidad,8.63,95
1050,María Vega,Administración,33,Femenino,2,3061,Inglés,9.2,91
1050,María Vega,Administración,33,Femenino,2,3759,Administración,7.83,90
1051,Camila López,Educación,31,Femenino,10,3446,Administración,8.28,83
1052,Camila Vega,Educación,25,Masculino,2,464,Programación,8.2,71
1052,Camila Vega,Educación,25,Masculino,2,1048,Estadística,6.94,98
1052,Camila Vega,Educación,25,Masculino,2,3888,Auditoría,9.31,61
1053,Sofía Ramírez,Sistemas,32,Femenino,9,2430,Auditoría,7.11,95
1055,Sofía Gómez,Educación,30,Femenino,8,3548,Estadística,9.91,92
1056,Ana Gómez,Administración,22,Masculino,3,836,Estadística,9.53,81
1056,Ana Gómez,Administración,22,Masculino,3,3622,Matemáticas,5.35,67
1056,Ana Gómez,Administración,22,Masculino,3,4632,Python,9.2,97
1057,Carlos Ramírez,Psicología,27,Femenino,10,380,Auditoría,8.54,65
1058,Sofía Ramírez,Administración,24,Femenino,5,465,Investigación,7.51,63
1058,Sofía Ramírez,Administración,24,Femenino,5,4984,Inglés,7.97,63
1059,Sofía Castillo,Derecho,29,Masculino,10,345,Investigación,7.66,74
1060,Ana Ruiz,Psicología,30,Masculino,5,1942,Matemáticas,9.32,78
